110.103406, 34.543466
110.103446, 34.543466
110.103485, 34.543451
110.108586, 34.539362
110.111720, 34.536448
110.112117, 34.536214
110.112180, 34.536166
110.112236, 34.536112
110.112238, 34.536041
110.112222, 34.535933
110.112236, 34.535872
110.112311, 34.535822
110.112697, 34.535665
110.113910, 34.535082
110.114214, 34.534956
110.114848, 34.534561
110.114865, 34.534536
110.114877, 34.534491
110.113713, 34.532153
110.112950, 34.531457
110.109728, 34.529930
110.105677, 34.527349
110.104214, 34.526847
110.103863, 34.526681
110.103661, 34.526564
110.103526, 34.526505
110.103501, 34.526308
110.103591, 34.525714
110.103571, 34.525324
110.103584, 34.524570
110.103575, 34.524293
110.103549, 34.523707
110.103528, 34.523238
110.103551, 34.523137
110.103602, 34.523011
110.103686, 34.522887
110.103884, 34.522641
110.104152, 34.522324
110.104267, 34.522237
110.104354, 34.522191
110.104504, 34.522133
110.104808, 34.522059
110.104944, 34.522038
110.105066, 34.521987
110.105172, 34.521931
110.105327, 34.521792
110.105391, 34.521702
110.105426, 34.521636
110.105437, 34.521568
110.105441, 34.521500
110.105428, 34.521445
110.105392, 34.521385
110.105318, 34.521289
110.105192, 34.521173
110.104280, 34.520388
110.104187, 34.520267
110.104154, 34.520210
110.104143, 34.520140
110.104148, 34.520082
110.104168, 34.520038
110.104196, 34.520004
110.104234, 34.519972
110.104296, 34.519938
110.104925, 34.519717
110.104969, 34.519680
110.104977, 34.519651
110.104977, 34.519608
110.104920, 34.519284
110.104910, 34.519001
110.104940, 34.518719
110.104942, 34.518614
110.104934, 34.518519
110.104888, 34.518227
110.104754, 34.517713
110.104752, 34.517546
110.104761, 34.517495
110.104783, 34.517427
110.104867, 34.517282
110.104962, 34.517093
110.104975, 34.517049
110.104971, 34.516999
110.104961, 34.516963
110.104933, 34.516931
110.104865, 34.516872
110.104804, 34.516840
110.104727, 34.516828
110.104664, 34.516832
110.104590, 34.516880
110.104560, 34.516922
110.104528, 34.516990
110.104495, 34.517096
110.104447, 34.517368
110.104431, 34.517489
110.104425, 34.517585
110.104430, 34.517824
110.104429, 34.517878
110.104407, 34.517946
110.104376, 34.517985
110.104340, 34.518006
110.104293, 34.518019
110.104240, 34.518021
110.104177, 34.518009
110.104114, 34.517979
110.104057, 34.517936
110.104032, 34.517898
110.104019, 34.517853
110.104019, 34.517796
110.104035, 34.517684
110.104093, 34.517451
110.104199, 34.517077
110.104394, 34.516598
110.104502, 34.516426
110.104625, 34.516281
110.104894, 34.516005
110.105000, 34.515858
110.105106, 34.515767
110.105457, 34.515571
110.106108, 34.515151
110.106198, 34.515084
110.106255, 34.515032
110.106305, 34.514978
110.106351, 34.514903
110.106391, 34.514752
110.106403, 34.514650
